AdrID,AkpIDTase0,AkpIDTase1,AkpIDTase2,AkpIDTase3,AkpIDTase4,AkpIDTase5,AkpIDTase6,AkpIDTase7,AkpIDTase8,AdrAadress,KdIDAdressiStaatus,AdrOige,AdrSihtnumber,AdrMajaNr,ADS_ADR_ID,ADS_ADR_TEKST,ADS_ADS_OID,ADS_ADR_MUUDETI,ADS_ORIG_TUNNUS,ADS_MUUD_OBJEKTID,ADS_KOODAADRESS,ADS_ADOB_ID,ADSILID,IAsIDLooja,LoodiKpv,IAsIDMuutja,MuudetiKpv,KustutatiKpv,AsID
3082334,,79,793.0,8151.0,,0SNK,,BFRZ,ID6D,"Tartu maakond, Tartu linn, Tartu linn, Kalevi tn 10-28",549,,13800,10,,,ER01329063,,,,,8703060,,3315.0,2017-02-11 12:30:42,,,,41.0
2637809,,74,714.0,3655.0,,0RMW,,AR0R,,"Saare maakond, Saaremaa vald, Kuressaare linn, Pärna tn 94",549,,71700,94,,,ME00800297,,,,,7829272,,,,,,,
3368973,,50,247.0,8404.0,,,E1T6,,,"Jõgeva maakond, Jõgeva vald, Tuimõisa küla, Halliku metskond 140",549,,98538,,,,CU03394748,,,,,9361799,,5938.0,2017-08-11 15:08:46,,,,25.0
2892615,,79,283.0,8532.0,,079M,,2ER9,6TI7,"Tartu maakond, Kambja vald, Tõrvandi alevik, Ringtee 3-47",549,,16613,3,,,ER01497551,,,,,8277152,,,,,,,
2611953,,74,714.0,5284.0,,,0CZG,,,"Saare maakond, Saaremaa vald, Mätasselja küla, Põllu",549,,23884,,,,ME00803183,,,,,7752170,,,,,,,
2649236,,52,567.0,5193.0,,,2NV0,,,"Järva maakond, Paide linn, Mäeküla, Uuesauna",549,,60279,,,,ME03721903,,,,,9662918,,,,,,,
2140022,,37,784.0,596.0,,0416,,1RGS,0KPY,"Harju maakond, Tallinn, Pirita linnaosa, Metsavahi tee 9-6",549,,17051,9,,,ER01196103,,,,,6651227,,,,,,,
3161738,,64,708.0,4410.0,,,20ZG,,,"Põlva maakond, Räpina vald, Linte küla, Maido",549,,21287,,,,CU03616558,,,,,8875934,,5319.0,2017-03-11 12:40:19,,,,5.0
3036942,,68,624.0,5864.0,,,DZIS,,,"Pärnu maakond, Pärnu linn, Paikuse alev, Vana-Kadaka",549,,65897,,,,CU00302173,,,,,8644921,,19.0,2017-02-11 09:49:03,,,,45.0
1813854,,84,897.0,,,0OKF,,9EE0,,"Viljandi maakond, Viljandi linn, Tuisu tn 7",549,,61369,7,,,CU03751642,,,,,10318051,,4742.0,2021-09-04 10:01:46,,,,34.0
3059031,,79,793.0,8151.0,,0SM5,,BC6F,,"Tartu maakond, Tartu linn, Tartu linn, Metshaldja tn 68",549,,33459,68,,,CU00498552,,,,,8677897,,389.0,2017-02-11 11:41:50,,,,30.0
3357227,,50,486.0,3842.0,,,3YZE,,,"Jõgeva maakond, Mustvee vald, Kõveriku küla, Tagavälja",549,,88134,,,,EE04011021,,,,,10630222,,775.0,2023-03-01 04:07:04,,,,15.0
3267932,,84,480.0,7313.0,,,5YIM,,,"Viljandi maakond, Mulgi vald, Saate küla, Pundi",549,,87693,,,,CU00025258,,,,,9193532,,5613.0,2017-06-11 17:43:11,,,,1.0
3456511,,37,198.0,8257.0,,0U17,,C5TT,,"Harju maakond, Harku vald, Tiskre küla, Karikakra tee 5",549,,92505,5,,,EE03959142,,,,,10808006,,,,,,,
3526157,,52,834.0,3874.0,,,G3XH,,,"Järva maakond, Türi vald, Kändliku küla, Telliskivitehase",549,,68436,,,,ME00891812,,,,,10068045,,1815.0,2020-11-05 09:33:10,,,,33.0
3731276,,87,145.0,4542.0,,,FP2N,,,"Võru maakond, Antsla vald, Luhametsa küla, Neeve",549,,90781,,,,CU02174226,,,,,10857255,,3465.0,2024-02-01 12:21:04,,,,34.0
2616654,,74,714.0,5592.0,,,D8X2,,,"Saare maakond, Saaremaa vald, Odalätsi küla, Aavikumetsa",549,,56612,,,,CU03206755,,,,,7749128,,,,,,,
2574286,,52,255.0,3255.0,,06IQ,,1JHC,,"Järva maakond, Järva vald, Koeru alevik, E. Viiralti tn 10",549,,50952,10,,,CU00154474,,,,,7697113,,,,,,,
3699545,,87,732.0,3291.0,,,GTEO,,,"Võru maakond, Setomaa vald, Koidula küla, Pumpla",549,,53559,,,,CU00595862,,,,,10743226,,1744.0,2023-11-09 11:53:06,,,,4.0
2635962,,74,714.0,9855.0,,,4NE0,,,"Saare maakond, Saaremaa vald, Üüdibe küla, Kadariku",549,,35971,,,,CU00412846,,,,,7810558,,,,,,,
3421965,,45,442.0,2105.0,,0TLZ,,BZBF,,"Ida-Viru maakond, Lüganuse vald, Irvala küla, Irvala tee 6",549,,97932,6,,,ME00669847,,,,,9780796,,,,,,,
1958194,,37,338.0,3460.0,,06JZ,,5RGR,,"Harju maakond, Kose vald, Kose alevik, Pikk tn 34",549,,79924,34,,,EE00978580,,,,,9722735,,1128.0,2019-08-02 09:08:32,,,,48.0
3101440,,79,793.0,8151.0,,0SPJ,,BLH8,IONW,"Tartu maakond, Tartu linn, Tartu linn, Jalaka tn 44-17",549,,20295,44,,,ER01896537,,,,,8732725,,2425.0,2017-02-11 13:32:58,,,,21.0
2577173,,52,255.0,1250.0,,065I,,3H8G,93HF,"Järva maakond, Järva vald, Ambla alevik, Pikk tn 1-1",549,,71039,1,,,ER01609958,,,,,7663065,,,,,,,
3323966,,79,432.0,2556.0,,0LJ8,,63BO,,"Tartu maakond, Luunja vald, Kakumetsa küla, Vankri tee 24",549,,84421,24,,,EE04053298,,,,,10934546,,,,,,,
608788,,37,353.0,3718.0,,,3G6X,,,"Harju maakond, Kuusalu vald, Kuusalu küla, Märjamaa",549,,27274,,,,EE01084886,,,,,5940414,,259.0,2014-06-05 04:16:49,,,,6.0
2427152,,84,897.0,,,05E2,,A5EO,,"Viljandi maakond, Viljandi linn, Põhja pst 8a/8",549,,22178,8a/8,,,CU03789276,,,,,9870704,,5404.0,2019-03-09 11:17:50,,,,37.0
2931239,,68,430.0,4330.0,,05NG,,1TIZ,,"Pärnu maakond, Lääneranna vald, Lihula linn, Metsa tn 16",549,,71377,16,,,CU00223453,,,,,8351476,,,,,,,
2022779,,37,198.0,6814.0,,0PRS,,9T3M,,"Harju maakond, Harku vald, Rannamõisa küla, Peedu tee 4",549,,22748,4,,,CU03325902,,,,,5777017,,,,,,,
2304992,,37,784.0,524.0,,060Y,,3ILJ,,"Harju maakond, Tallinn, Nõmme linnaosa, Vabaduse pst 15",549,,69714,15,,,ME00629768,,,,,7042787,,,,,,,
2773777,,45,321.0,265.0,,0874,,11R4,3UMY,"Ida-Viru maakond, Kohtla-Järve linn, Järve linnaosa, Mõisa tee 5-56",549,,50683,5,,,ER01350135,,,,,8057397,,,,,,,
2241832,,37,784.0,387.0,,03P5,,1QX6,15B9,"Harju maakond, Tallinn, Lasnamäe linnaosa, Pallasti tn 45-28",549,,99715,45,,,ER01223118,,,,,6435436,,,,,,,
3181937,,71,668.0,7840.0,,,25MF,,,"Rapla maakond, Rapla vald, Suurekivi küla, Toa",549,,94465,,,,ME02593882,,,,,8892339,,1036.0,2017-03-11 13:13:07,,,,46.0
3302092,,56,907.0,2981.0,,,,,,"Lääne maakond, Vormsi vald, Kersleti küla",549,,71000,,,,CU00577000,,,,,9256911,,6792.0,2017-07-11 12:23:58,,,,43.0
3338382,,87,698.0,5732.0,,,5D9C,,,"Võru maakond, Rõuge vald, Ortumäe küla, Trolla",549,,71675,,,,ME01145894,,,,,9293988,,4372.0,2017-08-11 12:44:03,,,,23.0
2823482,,79,283.0,9835.0,,0LTY,,67YL,B8LT,"Tartu maakond, Kambja vald, Ülenurme alevik, Tartu mnt 1-34",549,,40368,1,,,ER01823163,,,,,10129236,,,,,,,
2973707,,68,430.0,4330.0,,05N3,,3IOA,7OER,"Pärnu maakond, Lääneranna vald, Lihula linn, Ristiku tn 1-12",549,,39333,1,,,ER01540340,,,,,8477387,,,,,,,
2847001,,45,511.0,,,016O,,7R03,,"Ida-Viru maakond, Narva linn, Sädeme tn 29",549,,28837,29,,,ME03407087,,,,,8284386,,,,,,,
2243807,,37,784.0,614.0,,047Q,,9EHF,DCK9,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Vabriku tn 17/1-1",549,,90863,17/1,,,ER01254141,,,,,6544245,,,,,,,
2138379,,37,784.0,298.0,,03W0,,3KYS,15WN,"Harju maakond, Tallinn, Kesklinna linnaosa, Pronksi tn 5-9",549,,43823,5,,,ER01223899,,,,,6607297,,,,,,,
3447744,,37,784.0,614.0,,04CW,,C455,,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Kolde pst 92",549,,57638,92,,,ME03881533,,,,,10415766,,135.0,2021-03-12 13:28:34,,,,21.0
2573166,,52,255.0,2341.0,,06D0,,2M0O,,"Järva maakond, Järva vald, Järva-Jaani alev, Heina tn 1",549,,61390,1,,,ME00826984,,,,,7698069,,,,,,,
2946438,,68,712.0,7280.0,,,2WA3,,,"Pärnu maakond, Saarde vald, Saarde küla, Rebase",549,,34032,,,,CU00400085,,,,,9608610,,,,,,,
2456720,,37,784.0,387.0,,03XW,,9SDP,GBSX,"Harju maakond, Tallinn, Lasnamäe linnaosa, Liikuri tn 41/2-65",549,,97186,41/2,,,ER03305450,,,,,9479910,,,,,,,
2203814,,37,784.0,482.0,,05VQ,,3IPP,A4E5,"Harju maakond, Tallinn, Mustamäe linnaosa, A. H. Tammsaare tee 85-49",549,,53296,85,,,ER01701638,,,,,9883970,,,,,,,
3163212,,64,622.0,2142.0,,,5PX6,,,"Põlva maakond, Põlva vald, Jaanimõisa küla, Pendla",549,,52567,,,,ME00832315,,,,,8998075,,2731.0,2017-03-11 16:59:27,,,,1.0
3243060,,45,130.0,4923.0,,,43ET,,,"Ida-Viru maakond, Alutaguse vald, Metsküla, Mäekeldri",549,,69412,,,,EE00683820,,,,,9195098,,3559.0,2017-06-11 17:47:21,,,,11.0
2559994,,52,834.0,3148.0,,,4JLC,,,"Järva maakond, Türi vald, Kirna küla, Tedre",549,,73898,,,,ME00844498,,,,,7647812,,,,,,,
3749066,,52,567.0,5861.0,,0W1Z,,DB8Y,LSL0,"Järva maakond, Paide linn, Paide linn, Aasa tn 3-12",549,,13966,3,,,ER01596235,,,,,10946386,,1988.0,2024-02-09 10:50:23,,,,10.0
2542805,,37,784.0,298.0,,05Z9,,AKRO,GYK7,"Harju maakond, Tallinn, Kesklinna linnaosa, Kuunari tn 1-37",549,,18567,1,,,ER03861904,,,,,10021320,,6679.0,2020-09-03 11:34:47,,,,37.0
3272340,,45,130.0,3331.0,,,ELVI,,,"Ida-Viru maakond, Alutaguse vald, Koldamäe küla, Tetlovi",549,,72303,,,,CU03539267,,,,,9115237,,1474.0,2017-06-11 14:35:47,,,,42.0
3255955,,60,928.0,6775.0,,06Y3,,1IWO,,"Lääne-Viru maakond, Väike-Maarja vald, Rakke alevik, Vahtra tn 3",549,,24796,3,,,EE00823349,,,,,9070998,,2807.0,2017-06-11 12:44:45,,,,44.0
2225018,,37,784.0,387.0,,03O6,,3IE8,3LT7,"Harju maakond, Tallinn, Lasnamäe linnaosa, Ümera tn 5-63",549,,56064,5,,,ER01339157,,,,,6688325,,,,,,,
3556279,,37,725.0,3001.0,263L,,,7470,,"Harju maakond, Saue vald, Kibuna küla, Vindi AÜ 8",549,,72737,8,,,EE01928960,,,,,10191868,,1680.0,2020-01-09 11:52:07,,,,50.0
3434365,,37,784.0,614.0,,03P4,,C1KW,JSIT,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Lõime tn 25a-42",549,,70455,25a,,,ER01390330,,,,,9653095,,,,,,,
3355574,,50,618.0,1137.0,,,3XE1,,,"Jõgeva maakond, Põltsamaa vald, Aidu küla, Metsa",549,,32387,,,,CU00306649,,,,,9317550,,410.0,2017-08-11 13:34:32,,,,29.0
2357828,,37,784.0,482.0,,047A,,1SW1,EQML,"Harju maakond, Tallinn, Mustamäe linnaosa, Sipelga tn 6-36",549,,46996,6,,,ER01509658,,,,,6480217,,,,,,,
2433952,,37,245.0,3301.0,,,E976,,,"Harju maakond, Jõelähtme vald, Koipsi küla, Liivamänni",549,,55693,,,,CU00097315,,,,,7050038,,4355.0,2015-08-09 15:47:49,,,,28.0
2694688,,37,431.0,3205.0,,0MGF,,A19F,,"Harju maakond, Lääne-Harju vald, Klooga alevik, Jaama tee 14",549,,89225,14,,,CU00135473,,,,,7909606,,,,,,,
2908754,,56,441.0,1964.0,,,,,,"Lääne maakond, Lääne-Nigula vald, Höbringi küla / Höbring",549,,85324,,,,CU00280319,,,,,8404382,,,,,,,
3543476,,37,725.0,4739.0,,,52SF,,,"Harju maakond, Saue vald, Maidla küla, Möldri",549,,26697,,,,ME03127828,,,,,10296228,,,,,,,
3470087,,37,305.0,4633.0,,0PKA,,9KPK,,"Harju maakond, Kiili vald, Lähtse küla, Nööbi tee 14",549,,76577,14,,,EE03414118,,,,,9818262,,,,,,,
2968649,,68,712.0,3083.0,,,51Z4,,,"Pärnu maakond, Saarde vald, Kilingi-Nõmme linn, Villa tänav",549,,23491,,,,CU00152878,,,,,10476708,,,,,,,
3347841,,50,618.0,2379.0,,,0XAA,,,"Jõgeva maakond, Põltsamaa vald, Jüriküla, Nurme",549,,63174,,,,ME02933336,,,,,9337279,,890.0,2017-08-11 14:15:46,,,,46.0
2593787,,45,803.0,7348.0,,,0KFA,,,"Ida-Viru maakond, Toila vald, Saka küla, Uustalu",549,,24022,,,,ME02128041,,,,,10809952,,,,,,,
2891983,,45,511.0,,,017E,,2H7S,5OA5,"Ida-Viru maakond, Narva linn, Võidu prospekt 8-4",549,,52712,8,,,ER01439354,,,,,8275285,,,,,,,
3777780,,68,806.0,7607.0,,0THN,,BTSP,,"Pärnu maakond, Tori vald, Sindi linn, Tõela tn 29",549,,82895,29,,,CU00428513,,,,,11032130,,1936.0,2025-02-01 09:31:33,,,,40.0
3573717,,71,502.0,5711.0,2DNM,,,9OL7,ECEJ,"Rapla maakond, Märjamaa vald, Orgita küla, Orgita keskus 30a-13",549,,95124,30a,,,ER01671749,,,,,10195876,,2650.0,2020-01-09 11:54:01,,,,27.0
2643512,,74,714.0,3655.0,,0RNW,,AS7G,H55G,"Saare maakond, Saaremaa vald, Kuressaare linn, Turu tn 1-6",549,,19296,1,,,ER01557646,,,,,7824950,,,,,,,
2216915,,37,784.0,596.0,,041X,,0X1K,,"Harju maakond, Tallinn, Pirita linnaosa, Kesktee 38",549,,49599,38,,,CU00452596,,,,,6494187,,,,,,,
3340547,,87,698.0,5149.0,,,36SP,,,"Võru maakond, Rõuge vald, Mõniste küla, Keskusefarmi",549,,79828,,,,ME01135383,,,,,9391011,,1752.0,2017-08-11 16:24:57,,,,37.0
2154685,,37,784.0,298.0,,05XZ,,1DJD,1NC9,"Harju maakond, Tallinn, Kesklinna linnaosa, F. R. Faehlmanni tn 3-6",549,,70420,3,,,ER01245387,,,,,6505494,,,,,,,
188823,,37,245.0,7335.0,,09QL,,2TFS,,"Harju maakond, Jõelähtme vald, Saha küla, Miku tee 2",549,,62535,2,,,ME03190506,,,,,7427306,,,,,,,
1722899,,37,653.0,6036.0,,0OU8,,90PZ,,"Harju maakond, Rae vald, Patika küla, Pilviku tee 23",549,,87402,23,,,CU00365397,,,,,9980835,,,,,,,
3463224,,64,622.0,5355.0,,,FOXU,,,"Põlva maakond, Põlva vald, Naruski küla, Pärnapõllu",549,,64190,,,,CU03774900,,,,,9880100,,2599.0,2019-12-09 13:46:18,,,,13.0
3475621,,37,719.0,8034.0,,,FPS7,,,"Harju maakond, Saku vald, Tagadi küla, Raadiku",549,,41270,,,,ME01135813,,,,,10470072,,4490.0,2022-06-04 10:53:49,,,,15.0
3008162,,81,824.0,8529.0,,0SCY,,B2D6,,"Valga maakond, Tõrva vald, Tõrva linn, Kaarlimäe tn 3",549,,91379,3,,,ME00908941,,,,,8596654,,3475.0,2017-01-11 15:42:55,,,,25.0
3675105,,45,736.0,,,0VJ0,,D1KY,LCXT,"Ida-Viru maakond, Sillamäe linn, Geoloogia tn 14-3",549,,41941,14,,,ER01582834,,,,,10625291,,6276.0,2023-02-01 10:53:15,,,,12.0
2116042,,37,784.0,524.0,,061N,,1LD0,,"Harju maakond, Tallinn, Nõmme linnaosa, Rahu tn 27a",549,,81820,27a,,,ME03338210,,,,,9471649,,669.0,2017-07-12 04:18:51,,,,26.0
2318862,,37,784.0,339.0,,0JWK,,0ROO,279L,"Harju maakond, Tallinn, Kristiine linnaosa, Rahumäe tee 2/1-11",549,,30843,2/1,,,ER01271315,,,,,6455018,,,,,,,
3116672,,68,624.0,6619.0,,0SG7,,BI8R,IYVC,"Pärnu maakond, Pärnu linn, Pärnu linn, Mere tn 3-3",549,,73225,3,,,ER01242365,,,,,8759395,,1536.0,2017-02-11 14:50:18,,,,27.0
2570046,,52,255.0,2341.0,,06D6,,61L9,,"Järva maakond, Järva vald, Järva-Jaani alev, Lai tn 56",549,,60307,56,,,EE00999053,,,,,7656061,,,,,,,
3165241,,71,668.0,1716.0,,06AS,,1HIX,,"Rapla maakond, Rapla vald, Hagudi alevik, Metsa tn 11",549,,18658,11,,,ME00903706,,,,,8865959,,5775.0,2017-03-11 12:17:54,,,,25.0
2817028,,60,903.0,3612.0,,0S2S,,B01E,HKP4,"Lääne-Viru maakond, Viru-Nigula vald, Kunda linn, Loode tn 4-15",549,,54658,4,,,ER01628918,,,,,8137862,,,,,,,
2746667,,60,191.0,2558.0,,,0YN9,,,"Lääne-Viru maakond, Haljala vald, Kakuvälja küla, Liivamäe",549,,37294,,,,ME00829041,,,,,9735117,,3289.0,2019-07-03 08:29:02,,,,48.0
2834418,,79,283.0,9835.0,,,C51J,,,"Tartu maakond, Kambja vald, Ülenurme alevik, Paruni tänav J5",549,,87459,,,,CU00603129,,,,,9893095,,,,,,,
3047839,,68,624.0,6619.0,,0SOU,,B8XU,,"Pärnu maakond, Pärnu linn, Pärnu linn, Mai tn 24a",549,,66511,24a,,,ME03101768,,,,,8704347,,1708.0,2017-02-11 12:33:09,,,,49.0
2951600,,68,712.0,3083.0,,00FA,,2LXU,,"Pärnu maakond, Saarde vald, Kilingi-Nõmme linn, Pärnu tn 56",549,,67062,56,,,ME00719670,,,,,8462128,,,,,,,
3346307,,50,247.0,5870.0,,,31MR,,,"Jõgeva maakond, Jõgeva vald, Painküla, Tammeotsa",549,,84345,,,,CU00100812,,,,,9314826,,2721.0,2017-08-11 13:27:41,,,,15.0
2902562,,45,511.0,,,0190,,1VKG,5LJY,"Ida-Viru maakond, Narva linn, Hariduse tn 28-72",549,,54852,28,,,ER01435488,,,,,8301459,,,,,,,
3254902,,84,615.0,4018.0,,,6LRM,,,"Viljandi maakond, Põhja-Sakala vald, Laane küla, Pihlaka",549,,81372,,,,CU00193922,,,,,9176445,,2760.0,2017-06-11 17:09:17,,,,48.0
3139242,,84,899.0,7653.0,,,40GG,,,"Viljandi maakond, Viljandi vald, Soe küla, Soone",549,,40953,,,,CU00501981,,,,,8808816,,2717.0,2017-02-11 17:22:02,,,,32.0
3044144,,79,793.0,8151.0,,0SQ3,,B7EG,,"Tartu maakond, Tartu linn, Tartu linn, Anne tn 70k/26",549,,32686,70k/26,,,ME01795425,,,,,8780046,,1420.0,2017-02-11 15:53:00,,,,19.0
3536279,,68,430.0,7259.0,,,G5A5,,,"Pärnu maakond, Lääneranna vald, Rädi küla, Suviste",549,,96849,,,,CU03880192,,,,,10362797,,,,,,,
2220115,,37,784.0,614.0,,,ABIW,,,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Sepa tänav T3",549,,97766,,,,CU02007466,,,,,6660218,,,,,,,
2605377,,74,714.0,5044.0,,,2BJ2,,,"Saare maakond, Saaremaa vald, Muratsi küla, Lõugu",549,,20209,,,,ME02436788,,,,,7728223,,,,,,,
3697897,,87,732.0,5583.0,,0VP5,,D4UK,,"Võru maakond, Setomaa vald, Obinitsa küla, Kesktänav 42",549,,85260,42,,,CU00245466,,,,,10737974,,1735.0,2023-06-09 13:47:10,,,,8.0
3212952,,71,668.0,4416.0,,,DHD6,,,"Rapla maakond, Rapla vald, Lipametsa küla, Andri",549,,73783,,,,CU03262991,,,,,8985553,,3880.0,2017-03-11 16:36:10,,,,40.0
1867513,,37,890.0,8126.0,,0BFU,,3SEK,DT3A,"Harju maakond, Viimsi vald, Tammneeme küla, Teigari tee 26-2",549,,24984,26,,,ER03194735,,,,,7599369,,,,,,,
3681498,,45,511.0,,,0177,,1VZ3,7WKF,"Ida-Viru maakond, Narva linn, Kivilinna tn 4-83",549,,87616,4,,,ER01551284,,,,,10652719,,6010.0,2023-10-02 18:09:28,,,,37.0
2264332,,37,784.0,298.0,,04AL,,1BG8,CJ1J,"Harju maakond, Tallinn, Kesklinna linnaosa, Tornimäe tn 7-4",549,,88128,7,,,ER03376530,,,,,6506645,,,,,,,
2369044,,37,784.0,298.0,,05XY,,3KGT,F443,"Harju maakond, Tallinn, Kesklinna linnaosa, Juhkentali tn 8-52",549,,70674,8,,,ER03331719,,,,,10347852,,5059.0,2021-09-06 11:25:39,,,,42.0
3141956,,84,899.0,6601.0,,0PB4,,9HG5,,"Viljandi maakond, Viljandi vald, Päri küla, Suve tee 12",549,,52647,12,,,EE01752639,,,,,8829663,,985.0,2017-02-11 17:47:52,,,,35.0
2273014,,37,784.0,482.0,,05VR,,1RLX,0EG1,"Harju maakond, Tallinn, Mustamäe linnaosa, J. Sütiste tee 36-34",549,,82756,36,,,ER01188093,,,,,6471928,,,,,,,
2978517,,81,824.0,6257.0,,,1DRQ,,,"Valga maakond, Tõrva vald, Pilpa küla, Vallimäe",549,,22799,,,,CU00081523,,,,,8534387,,990.0,2017-01-11 13:11:01,,,,24.0
3441419,,37,653.0,6086.0,,0LBD,,C2U7,,"Harju maakond, Rae vald, Peetri alevik, Vana-Tartu mnt 7c",549,,68355,7c,,,ME02795317,,,,,9697099,,10.0,2018-03-12 11:04:30,,,,50.0
3343975,,50,486.0,6589.0,,,1QSK,,,"Jõgeva maakond, Mustvee vald, Pällu küla, Liivamäe",549,,33091,,,,ME02936664,,,,,9357774,,5472.0,2017-08-11 14:59:12,,,,12.0
3744789,,52,567.0,5861.0,,0W27,,DA1N,,"Järva maakond, Paide linn, Paide linn, Joodi tn 18",549,,50374,18,,,EE03378089,,,,,10939767,,4751.0,2024-02-09 10:46:30,,,,36.0
2981480,,81,557.0,7418.0,,073M,,76UQ,,"Valga maakond, Otepää vald, Sangaste alevik, Kooli tn 2",549,,63188,2,,,ME00999776,,,,,8493339,,4736.0,2017-01-11 12:04:54,,,,9.0
3552241,,71,502.0,7622.0,,,0SKZ,,,"Rapla maakond, Märjamaa vald, Sipa küla, Töökoja",549,,19123,,,,CU00230283,,,,,10150087,,222.0,2020-01-09 11:29:22,,,,30.0
2762786,,60,191.0,9592.0,,07GN,,30UW,,"Lääne-Viru maakond, Haljala vald, Võsu alevik, Aasa tn 3",549,,88415,3,,,ME02792354,,,,,8053043,,,,,,,
3540322,,37,725.0,2427.0,2CZZ,,,6I5J,,"Harju maakond, Saue vald, Kaasiku küla, Jaanika AÜ 8",549,,24253,8,,,EE01922580,,,,,10157585,,4358.0,2020-01-09 11:33:28,,,,43.0
2914847,,39,205.0,6660.0,,,F7H9,,,"Hiiu maakond, Hiiumaa vald, Pühalepa-Harju küla, Matsu",549,,99850,,,,CU04005251,,,,,10791152,,,,,,,
2548548,,37,890.0,5104.0,,0PXI,,APCD,,"Harju maakond, Viimsi vald, Muuga küla, Tondimetsa tee 10",549,,88172,10,,,CU00557548,,,,,7584174,,,,,,,
3073252,,68,624.0,6619.0,,0T26,,BG9A,,"Pärnu maakond, Pärnu linn, Pärnu linn, Rohu tn 36",549,,59664,36,,,EE00701313,,,,,8730967,,2014.0,2017-02-11 13:28:00,,,,36.0
3174938,,71,293.0,7531.0,,,3I10,,,"Rapla maakond, Kehtna vald, Selja küla, Uuetoa",549,,52914,,,,CU03980188,,,,,10462826,,,,,,,
3133390,,64,284.0,5959.0,,,7C53,,,"Põlva maakond, Kanepi vald, Palutaja küla, Ala-Orava",549,,74788,,,,EE00822489,,,,,8804136,,5463.0,2017-02-11 17:14:59,,,,15.0
3626307,,56,907.0,1502.0,,,GFG8,,,"Lääne maakond, Vormsi vald, Diby küla, Simas",549,,94540,,,,ME02558955,,,,,10453350,,6609.0,2022-03-03 07:10:52,,,,22.0
3515939,,87,917.0,7707.0,,,G0DU,,,"Võru maakond, Võru vald, Sooküla, Talise",549,,96529,,,,ME01032110,,,,,10221582,,,,,,,
2780074,,45,321.0,120.0,,088R,,10RZ,4Q1L,"Ida-Viru maakond, Kohtla-Järve linn, Ahtme linnaosa, Ahtme mnt 55-42",549,,18058,55,,,ER01391016,,,,,8067628,,,,,,,
3167746,,64,708.0,7151.0,,,5ZLB,,,"Põlva maakond, Räpina vald, Ruusa küla, Metsalaane",549,,21866,,,,ME02978895,,,,,8941850,,5509.0,2017-03-11 15:03:42,,,,5.0
3060775,,79,793.0,8151.0,,0SQ3,,BCTI,I1YD,"Tartu maakond, Tartu linn, Tartu linn, Anne tn 49-61",549,,38522,49,,,ER01785052,,,,,8674419,,3064.0,2017-02-11 11:33:24,,,,25.0
2851680,,45,511.0,,,017J,,3DC1,7KWD,"Ida-Viru maakond, Narva linn, Rakvere tn 85-88",549,,28208,85,,,ER01535953,,,,,8191184,,,,,,,
2767886,,60,792.0,8903.0,,,2K9W,,,"Lääne-Viru maakond, Tapa vald, Vajangu küla, Veskikaru",549,,86122,,,,CU00478637,,,,,8047446,,,,,,,
3426753,,37,784.0,614.0,,0O21,,C01P,JPSU,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Manufaktuuri tn 20-251",549,,93379,20,,,ER03597281,,,,,9759824,,,,,,,
3751692,,64,622.0,1081.0,,,GYXV,,,"Põlva maakond, Põlva vald, Adiste küla, Metsanuka",549,,10024,,,,CU04146018,,,,,10957503,,,,,,,
2965226,,39,205.0,5978.0,,,979J,,,"Hiiu maakond, Hiiumaa vald, Paope küla, Luigela",549,,29231,,,,CU04077653,,,,,10788842,,,,,,,
3068525,,68,624.0,6619.0,,0SR1,,BF0I,,"Pärnu maakond, Pärnu linn, Pärnu linn, Veetorni tn 2",549,,96623,2,,,CU00341854,,,,,8708837,,6644.0,2017-02-11 12:40:49,,,,34.0
3296318,,45,442.0,3194.0,,0T88,,BOEQ,,"Ida-Viru maakond, Lüganuse vald, Kiviõli linn, Ehitajate tn 7",549,,29558,7,,,ME00680708,,,,,10270670,,6172.0,2021-11-01 15:59:28,,,,1.0
3475532,,37,719.0,7056.0,,,ER8N,,,"Harju maakond, Saku vald, Roobuka küla, Tiigiserva",549,,69372,,,,CU03948568,,,,,10566840,,555.0,2022-05-10 18:03:01,,,,28.0
3425209,,81,824.0,4390.0,,0MK9,,BZWI,JP5W,"Valga maakond, Tõrva vald, Linna küla, Ujula tn 8-8",549,,79632,8,,,ER01886951,,,,,9596130,,125.0,2018-04-06 09:43:35,,,,37.0
2339498,,37,784.0,482.0,,05VR,,1SQO,0API,"Harju maakond, Tallinn, Mustamäe linnaosa, J. Sütiste tee 37-65",549,,48207,37,,,ER01183042,,,,,6725713,,,,,,,
3687374,,37,784.0,596.0,,01NQ,,D3OM,,"Harju maakond, Tallinn, Pirita linnaosa, Tõru tn 8b",549,,61115,8b,,,EE04105354,,,,,10897700,,5304.0,2024-05-04 04:07:05,,,,35.0
3762068,,68,806.0,1516.0,,,32R1,,,"Pärnu maakond, Tori vald, Eavere küla, Antsu",549,,90684,,,,EE00733946,,,,,10995908,,4825.0,2025-02-01 09:20:04,,,,23.0
