IAdrID,AdrID,IsID,IAdrKehtibAlatesKpv,IAdrKehtibKuniKpv,KdIDAadressiLiik,KdIDAadressiStaatus,DokIDAlus,IAdrIDJargmine,DokIDLopuAlus,ADSILID,IAdrPiirang,IAsIDLooja,LoodiKpv,IAsIDMuutja,MuudetiKpv,KustutatiKpv,AsID
5801,3480191,1892,2006-09-09 00:00:00.000000,2013-03-03 00:00:00.000000,557,550,5801,5802.0,5802.0,,,62.0,2002-12-23,,,2019-09-22 00:00:00.000000,4
5802,1624802,1892,2013-03-04 00:00:00.000000,,554,549,5802,,,,,190.0,1998-01-14,266.0,2006-02-13 00:00:00.000000,,42
5803,2893276,4684,1990-01-01 00:00:00.000000,2008-02-17 00:00:00.000000,557,550,5803,5804.0,5804.0,,,34.0,1990-01-01,141.0,2012-12-21 00:00:00.000000,,2
5804,2931539,4684,2008-02-18 00:00:00.000000,2020-07-17 00:00:00.000000,557,550,5804,5805.0,5805.0,,,179.0,2008-01-31,229.0,2020-09-04 00:00:00.000000,,46
5805,1624802,4684,2020-07-18 00:00:00.000000,,554,549,5805,,,,,262.0,2009-12-28,,,,3
5806,1898267,3500,1990-01-01 00:00:00.000000,2006-09-08 00:00:00.000000,557,550,5806,5807.0,5807.0,,,34.0,1990-01-01,,,,2
5807,3480191,3500,2006-09-09 00:00:00.000000,2013-03-03 00:00:00.000000,557,550,5807,5808.0,5808.0,,,204.0,2002-10-03,117.0,2016-02-26 00:00:00.000000,,12
5808,1624802,3500,2013-03-04 00:00:00.000000,,554,549,5808,,,,,339.0,1998-04-09,,,,19
5809,2893276,4635,1990-01-01 00:00:00.000000,2008-02-17 00:00:00.000000,557,550,5809,5810.0,5810.0,,,34.0,1990-01-01,,,,2
5810,2931539,4635,2008-02-18 00:00:00.000000,2020-07-17 00:00:00.000000,557,550,5810,5811.0,5811.0,,,203.0,1991-05-12,321.0,2020-08-04 00:00:00.000000,,17
5811,1624802,4635,2020-07-18 00:00:00.000000,,554,549,5811,,,,,168.0,2010-03-19,,,,32
5812,1956327,1894,1990-01-01 00:00:00.000000,,554,549,5812,,,,,34.0,1990-01-01,,,,2
5813,3133506,3302,1990-06-27 00:00:00.000000,2003-07-20 00:00:00.000000,557,550,5813,5814.0,5814.0,,,240.0,1990-04-21,,,,6
5814,2823584,3302,2003-07-21 00:00:00.000000,2013-01-08 19:46:15.045953,557,550,5814,,,,,38.0,1990-02-13,,,,9
5815,2823584,4764,1991-12-12 19:46:15.045953,2013-01-08 19:46:15.045953,557,550,5815,,,,,219.0,1990-11-29,13.0,2016-12-10 19:46:15.045953,,21
5816,2823584,1898,1991-12-12 19:46:15.045953,2013-01-08 19:46:15.045953,557,550,5816,,,,,95.0,1991-04-15,,,,28
5817,3133506,2828,1990-06-27 00:00:00.000000,2003-07-20 00:00:00.000000,557,550,5817,5818.0,5818.0,,,236.0,1990-04-07,,,,23
5818,2823584,2828,2003-07-21 00:00:00.000000,2013-01-08 19:46:15.045953,557,550,5818,,,,,147.0,1999-11-19,23.0,2017-12-29 19:46:15.045953,,17
5819,2823584,3952,1991-12-12 19:46:15.045953,2013-01-08 19:46:15.045953,557,550,5819,,,,,224.0,1990-02-03,,,,40
5820,2973213,1901,1990-01-01 00:00:00.000000,2017-06-27 00:00:00.000000,557,550,5820,5821.0,5821.0,,,34.0,1990-01-01,259.0,2020-11-16 00:00:00.000000,,2
5821,2600748,1901,2017-06-28 00:00:00.000000,2019-04-24 00:00:00.000000,557,550,5821,5822.0,5822.0,,,30.0,2000-02-02,,,,19
5822,3766767,1901,2019-04-25 00:00:00.000000,,554,549,5822,,,,,109.0,2012-02-16,22.0,2013-02-06 00:00:00.000000,,6
5823,2954319,3232,1990-01-01 00:00:00.000000,,554,549,5823,,,,,34.0,1990-01-01,,,,2
5824,2954319,1903,1990-01-01 00:00:00.000000,,554,549,5824,,,,,34.0,1990-01-01,48.0,2019-04-04 00:00:00.000000,,2
5825,2954319,1981,1990-01-01 00:00:00.000000,,554,549,5825,,,,,34.0,1990-01-01,249.0,2015-04-07 00:00:00.000000,,2
5826,3460410,2343,1990-01-01 00:00:00.000000,,554,549,5826,,,,,34.0,1990-01-01,,,,2
5827,3460410,1907,1990-01-01 00:00:00.000000,,554,549,5827,,,,,34.0,1990-01-01,,,,2
5828,3770233,1911,1991-07-25 19:46:15.045953,2007-09-22 00:00:00.000000,557,550,5828,5829.0,5829.0,,,116.0,1990-06-25,226.0,2014-07-15 00:00:00.000000,,8
5829,3707371,1911,2007-09-23 00:00:00.000000,2009-11-01 19:46:15.045953,557,550,5829,,,,,56.0,1997-12-25,,,,7
5830,3277183,1912,1990-01-01 00:00:00.000000,2017-12-19 00:00:00.000000,557,550,5830,5831.0,5831.0,,,34.0,1990-01-01,,,2017-12-20 00:00:00.000000,2
5831,2327679,1912,2017-12-20 00:00:00.000000,,554,549,5831,,,,,179.0,2014-07-01,,,,46
5832,3277183,2063,1990-01-01 00:00:00.000000,2017-12-19 00:00:00.000000,557,550,5832,5833.0,5833.0,,,34.0,1990-01-01,84.0,2020-09-28 00:00:00.000000,,2
5833,2327679,2063,2017-12-20 00:00:00.000000,,554,549,5833,,,,,146.0,2006-04-20,,,,40
5834,3271897,1914,1990-01-01 00:00:00.000000,,554,549,5834,,,,,34.0,1990-01-01,21.0,2014-06-23 00:00:00.000000,,2
5835,3419334,3441,2008-04-01 19:46:15.045953,2023-03-17 19:46:15.045953,557,550,5835,,,,,162.0,1996-04-08,,,,24
5836,3419334,1995,2008-04-01 19:46:15.045953,2023-03-17 19:46:15.045953,557,550,5836,,,,,274.0,2007-06-03,,,,16
5837,3419334,3366,2008-04-01 19:46:15.045953,2023-03-17 19:46:15.045953,557,550,5837,,,,,63.0,1996-09-17,,,,20
5838,3419334,3439,2008-04-01 19:46:15.045953,2023-03-17 19:46:15.045953,557,550,5838,,,,,181.0,1995-05-06,,,,28
5839,2591944,1918,1990-01-01 00:00:00.000000,1991-07-21 00:00:00.000000,557,550,5839,5840.0,5840.0,,,34.0,1990-01-01,95.0,2000-03-07 00:00:00.000000,,2
5840,3060919,1918,1991-07-22 00:00:00.000000,2001-08-27 00:00:00.000000,557,550,5840,5841.0,5841.0,,,242.0,1990-09-11,65.0,2005-06-01 00:00:00.000000,,4
5841,1117769,1918,2001-08-28 00:00:00.000000,,554,549,5841,,,,,20.0,1995-06-28,,,,10
5842,3134045,1921,1990-01-01 00:00:00.000000,,554,549,5842,,,,,34.0,1990-01-01,103.0,2006-10-15 00:00:00.000000,,2
5843,3519526,1922,1990-01-01 00:00:00.000000,2004-11-12 00:00:00.000000,557,550,5843,5844.0,5844.0,,,34.0,1990-01-01,,,,2
5844,1182093,1922,2004-11-13 00:00:00.000000,2006-03-14 00:00:00.000000,557,550,5844,5845.0,5845.0,,,103.0,1997-07-28,,,,41
5845,2561040,1922,2006-03-15 00:00:00.000000,2007-10-30 19:46:15.045953,557,550,5845,,,,,9.0,2005-04-26,117.0,2016-11-27 19:46:15.045953,,2
5846,2922997,1923,1990-01-01 00:00:00.000000,2012-08-15 00:00:00.000000,557,550,5846,5847.0,5847.0,,,34.0,1990-01-01,154.0,2014-10-17 00:00:00.000000,,2
5847,2855544,1923,2012-08-16 00:00:00.000000,2018-11-27 00:00:00.000000,557,550,5847,5848.0,5848.0,,,13.0,2001-01-06,45.0,2019-08-06 00:00:00.000000,,24
5848,3776194,1923,2018-11-28 00:00:00.000000,,554,549,5848,,,,,180.0,2007-09-06,,,,48
5849,2812724,1926,1990-01-01 00:00:00.000000,2009-02-21 00:00:00.000000,557,550,5849,5850.0,5850.0,,,34.0,1990-01-01,,,,2
5850,2740696,1926,2009-02-22 00:00:00.000000,2009-04-22 00:00:00.000000,557,550,5850,5851.0,5851.0,,,88.0,2002-01-28,269.0,2012-02-20 00:00:00.000000,,42
5851,3472188,1926,2009-04-23 00:00:00.000000,,554,549,5851,,,,,277.0,2008-08-26,,,,20
5852,2812724,2256,1990-01-01 00:00:00.000000,2009-02-21 00:00:00.000000,557,550,5852,5853.0,5853.0,,,34.0,1990-01-01,37.0,2012-10-07 00:00:00.000000,,2
5853,2740696,2256,2009-02-22 00:00:00.000000,2009-04-22 00:00:00.000000,557,550,5853,5854.0,5854.0,,,84.0,2003-01-02,,,2016-10-12 00:00:00.000000,6
5854,3472188,2256,2009-04-23 00:00:00.000000,,554,549,5854,,,,,99.0,1998-10-23,,,,8
5855,2639447,3650,1990-01-01 00:00:00.000000,,554,549,5855,,,,,34.0,1990-01-01,,,,2
5856,2639447,2735,1990-01-01 00:00:00.000000,,554,549,5856,,,,,34.0,1990-01-01,331.0,2011-08-01 00:00:00.000000,,2
5857,2639447,3569,1990-01-01 00:00:00.000000,,554,549,5857,,,,,34.0,1990-01-01,,,,2
5858,2653580,1942,2006-01-08 19:46:15.045953,,554,549,5858,,,,,156.0,2003-05-09,,,,37
5859,2255158,4795,1990-01-01 00:00:00.000000,2018-10-01 00:00:00.000000,557,550,5859,5860.0,5860.0,,,34.0,1990-01-01,161.0,2020-09-19 00:00:00.000000,,2
5860,2308705,4795,2018-10-02 00:00:00.000000,,554,549,5860,,,,,214.0,2000-04-11,211.0,2008-08-17 00:00:00.000000,,14
5861,2255158,1945,1990-01-01 00:00:00.000000,2018-10-01 00:00:00.000000,557,550,5861,5862.0,5862.0,,,34.0,1990-01-01,24.0,2020-12-24 00:00:00.000000,,2
5862,2308705,1945,2018-10-02 00:00:00.000000,,554,549,5862,,,,,82.0,1994-05-22,,,,25
5863,3225467,1947,1993-08-26 19:46:15.045953,,554,549,5863,,,,,102.0,1992-03-31,28.0,2011-03-31 00:00:00.000000,,42
5864,3552853,1948,2010-12-17 19:46:15.045953,2011-03-29 00:00:00.000000,557,550,5864,5865.0,5865.0,,,68.0,2004-12-23,,,,37
5865,2964861,1948,2011-03-30 00:00:00.000000,,554,549,5865,,,,,263.0,1998-12-10,203.0,2001-03-31 00:00:00.000000,,17
5866,3552853,2570,2010-12-17 19:46:15.045953,2011-03-29 00:00:00.000000,557,550,5866,5867.0,5867.0,,,127.0,2010-02-15,,,,18
5867,2964861,2570,2011-03-30 00:00:00.000000,,554,549,5867,,,,,304.0,2009-12-20,,,,13
5868,3370117,1950,2000-09-06 19:46:15.045953,,554,549,5868,,,,,41.0,1999-01-26,,,,46
5869,3370117,2424,2000-09-06 19:46:15.045953,,554,549,5869,,,,,240.0,1990-04-19,208.0,2016-11-25 00:00:00.000000,,6
5870,458824,3689,1990-01-01 00:00:00.000000,,554,549,5870,,,,,34.0,1990-01-01,122.0,1992-09-27 00:00:00.000000,,2
5871,458824,1951,1990-01-01 00:00:00.000000,,554,549,5871,,,,,34.0,1990-01-01,,,,2
5872,2104040,1952,2018-02-08 19:46:15.045953,,554,549,5872,,,,,51.0,1994-10-01,30.0,2005-01-28 00:00:00.000000,,46
5873,2104040,2086,2018-02-08 19:46:15.045953,,554,549,5873,,,,,21.0,2004-11-20,,,,8
5874,358544,1956,1990-01-01 00:00:00.000000,1994-03-22 00:00:00.000000,557,550,5874,5875.0,5875.0,,,34.0,1990-01-01,,,,2
5875,2559550,1956,1994-03-23 00:00:00.000000,,554,549,5875,,,,,146.0,1990-07-25,,,,40
5876,3625073,1957,1990-01-01 00:00:00.000000,,554,549,5876,,,,,34.0,1990-01-01,237.0,1992-03-19 00:00:00.000000,,2
5877,3625073,2741,1990-01-01 00:00:00.000000,,554,549,5877,,,,,34.0,1990-01-01,,,,2
5878,3282133,1958,2011-10-07 00:00:00.000000,,554,549,5878,,,,,217.0,2000-06-15,,,,19
5879,2604645,2842,2018-08-11 00:00:00.000000,,554,549,5879,,,,,137.0,2001-04-10,,,,30
5880,2604645,2077,2018-08-11 00:00:00.000000,,554,549,5880,,,,,250.0,1995-09-10,,,,7
5881,3234472,1960,1990-01-01 00:00:00.000000,,554,549,5881,,,,,34.0,1990-01-01,,,,2
5882,3234472,3877,1990-01-01 00:00:00.000000,,554,549,5882,,,,,34.0,1990-01-01,162.0,2001-05-30 00:00:00.000000,,2
5883,2285051,1961,1990-01-01 00:00:00.000000,2020-04-18 00:00:00.000000,557,550,5883,5884.0,5884.0,,,34.0,1990-01-01,,,,2
5884,2155689,1961,2020-04-19 00:00:00.000000,2020-06-14 00:00:00.000000,557,550,5884,5885.0,5885.0,,,337.0,1990-05-02,,,,3
5885,2506731,1961,2020-06-15 00:00:00.000000,,554,549,5885,,,,,49.0,2012-02-06,94.0,2017-08-16 00:00:00.000000,,6
5886,3677520,1964,1990-01-01 00:00:00.000000,2007-02-23 00:00:00.000000,557,550,5886,5887.0,5887.0,,,34.0,1990-01-01,,,,2
5887,1623935,1964,2007-02-24 00:00:00.000000,2011-08-06 00:00:00.000000,557,550,5887,5888.0,5888.0,,,62.0,2003-03-18,,,,4
5888,2862935,1964,2011-08-07 00:00:00.000000,,554,549,5888,,,,,330.0,1997-12-12,257.0,2000-07-05 00:00:00.000000,,41
5889,2447789,1965,1990-01-01 00:00:00.000000,,554,549,5889,,,,,34.0,1990-01-01,,,,2
5890,2948719,1968,1990-01-01 00:00:00.000000,2014-05-09 00:00:00.000000,557,550,5890,5891.0,5891.0,,,34.0,1990-01-01,41.0,2019-12-31 00:00:00.000000,,2
5891,3223546,1968,2014-05-10 00:00:00.000000,2019-03-19 00:00:00.000000,557,550,5891,5892.0,5892.0,,,145.0,2006-02-12,,,,22
5892,2266010,1968,2019-03-20 00:00:00.000000,2024-06-04 19:46:15.045953,557,550,5892,,,,,16.0,2014-04-16,,,,36
5893,2948719,3507,1990-01-01 00:00:00.000000,2014-05-09 00:00:00.000000,557,550,5893,5894.0,5894.0,,,34.0,1990-01-01,,,,2
5894,3223546,3507,2014-05-10 00:00:00.000000,2019-03-19 00:00:00.000000,557,550,5894,5895.0,5895.0,,,80.0,2011-06-08,,,,28
5895,2266010,3507,2019-03-20 00:00:00.000000,2024-06-04 19:46:15.045953,557,550,5895,,,,,174.0,1990-10-22,,,,15
5896,2849221,1970,1998-05-07 19:46:15.045953,2007-11-07 00:00:00.000000,557,550,5896,5897.0,5897.0,,,139.0,1991-05-29,,,,15
5897,2331774,1970,2007-11-08 00:00:00.000000,,554,549,5897,,,,,331.0,1998-02-16,,,,32
5898,2831270,1971,1990-01-01 00:00:00.000000,,554,549,5898,,,,,34.0,1990-01-01,,,,2
5899,1958171,4508,1990-01-01 00:00:00.000000,2004-04-21 00:00:00.000000,557,550,5899,5900.0,5900.0,,,34.0,1990-01-01,,,,2
5900,3590256,4508,2004-04-22 00:00:00.000000,2006-02-07 00:00:00.000000,557,550,5900,5901.0,5901.0,,,252.0,1993-10-08,,,,12
5901,3672372,4508,2006-02-08 00:00:00.000000,,554,549,5901,,,,,189.0,2000-01-12,249.0,2009-04-02 00:00:00.000000,,1
5902,1958171,1972,1990-01-01 00:00:00.000000,2004-04-21 00:00:00.000000,557,550,5902,5903.0,5903.0,,,34.0,1990-01-01,276.0,2008-06-02 00:00:00.000000,,2
5903,3590256,1972,2004-04-22 00:00:00.000000,2006-02-07 00:00:00.000000,557,550,5903,5904.0,5904.0,,,266.0,1997-11-10,,,2008-06-26 00:00:00.000000,6
5904,3672372,1972,2006-02-08 00:00:00.000000,,554,549,5904,,,,,51.0,1997-11-29,,,,46
5905,2373844,1975,1990-01-01 00:00:00.000000,,554,549,5905,,,,,34.0,1990-01-01,,,,2
5906,1909706,1977,1990-01-01 00:00:00.000000,1998-02-01 00:00:00.000000,557,550,5906,5907.0,5907.0,,,34.0,1990-01-01,,,2005-09-09 00:00:00.000000,2
5907,3340655,1977,1998-02-02 00:00:00.000000,,554,549,5907,,,,,70.0,1992-10-03,,,,28
5908,2706266,2992,2024-10-26 19:46:15.045953,2024-11-22 19:46:15.045953,557,550,5908,,,,,236.0,2016-08-24,,,2021-01-27 00:00:00.000000,23
5909,2706266,1978,2024-10-26 19:46:15.045953,2024-11-22 19:46:15.045953,557,550,5909,,,,,62.0,2015-07-23,,,,4
5910,2862960,1983,1990-01-01 00:00:00.000000,2019-05-22 00:00:00.000000,557,550,5910,5911.0,5911.0,,,34.0,1990-01-01,100.0,2019-10-03 00:00:00.000000,2020-07-14 00:00:00.000000,2
5911,3537046,1983,2019-05-23 00:00:00.000000,2020-06-29 00:00:00.000000,557,550,5911,5912.0,5912.0,,,260.0,2005-05-16,225.0,2020-11-24 00:00:00.000000,,5
5912,3364227,1983,2020-06-30 00:00:00.000000,,554,549,5912,,,,,201.0,2006-03-17,,,,4
5913,2862960,2119,1990-01-01 00:00:00.000000,2019-05-22 00:00:00.000000,557,550,5913,5914.0,5914.0,,,34.0,1990-01-01,328.0,2020-03-08 00:00:00.000000,,2
5914,3537046,2119,2019-05-23 00:00:00.000000,2020-06-29 00:00:00.000000,557,550,5914,5915.0,5915.0,,,203.0,2019-01-09,147.0,2020-07-18 00:00:00.000000,2020-12-29 00:00:00.000000,17
5915,3364227,2119,2020-06-30 00:00:00.000000,,554,549,5915,,,,,241.0,1992-03-28,,,,32
5916,399110,2825,2005-01-31 19:46:15.045953,,554,549,5916,,,,,262.0,1994-07-03,,,,3
5917,399110,1984,2005-01-31 19:46:15.045953,,554,549,5917,,,,,61.0,1995-07-06,,,,25
5918,611217,1985,1990-01-01 00:00:00.000000,,554,549,5918,,,,,34.0,1990-01-01,237.0,2003-05-13 00:00:00.000000,,2
5919,2276884,1987,1994-03-16 00:00:00.000000,2022-08-17 19:46:15.045953,557,550,5919,,,,,258.0,1991-10-19,,,,30
5920,1199227,2806,1999-12-21 00:00:00.000000,2019-01-31 00:00:00.000000,557,550,5920,5921.0,5921.0,,,214.0,1994-05-21,,,,14
5921,2276884,2806,2019-02-01 00:00:00.000000,,554,549,5921,,,,,201.0,2005-11-17,211.0,2018-09-19 00:00:00.000000,,4
5922,2276884,2011,1994-03-16 00:00:00.000000,2022-08-17 19:46:15.045953,557,550,5922,,,,,253.0,1992-03-30,,,,3
5923,1199227,2145,1999-12-21 00:00:00.000000,2019-01-31 00:00:00.000000,557,550,5923,5924.0,5924.0,,,218.0,1997-09-07,,,,13
5924,2276884,2145,2019-02-01 00:00:00.000000,,554,549,5924,,,,,307.0,1992-06-18,,,,24
5925,2276884,2549,1994-03-16 00:00:00.000000,2022-08-17 19:46:15.045953,557,550,5925,,,,,135.0,1992-06-11,,,,25
5926,2276884,3184,1994-03-16 00:00:00.000000,2022-08-17 19:46:15.045953,557,550,5926,,,,,161.0,1991-10-29,,,,13
5927,1199227,3523,1999-12-21 00:00:00.000000,2019-01-31 00:00:00.000000,557,550,5927,5928.0,5928.0,,,224.0,1991-12-12,321.0,2020-04-30 00:00:00.000000,,40
5928,2276884,3523,2019-02-01 00:00:00.000000,,554,549,5928,,,,,212.0,2009-02-03,,,,49
5929,1199227,3727,1999-12-21 00:00:00.000000,2019-01-31 00:00:00.000000,557,550,5929,5930.0,5930.0,,,262.0,1999-08-13,305.0,2019-08-21 00:00:00.000000,,3
5930,2276884,3727,2019-02-01 00:00:00.000000,,554,549,5930,,,,,150.0,2008-05-29,66.0,2014-03-20 00:00:00.000000,,29
5931,2276884,4544,1994-03-16 00:00:00.000000,2022-08-17 19:46:15.045953,557,550,5931,,,,,31.0,1991-08-03,,,,3
5932,2211473,1989,1990-01-01 00:00:00.000000,2003-06-11 00:00:00.000000,557,550,5932,5933.0,5933.0,,,34.0,1990-01-01,253.0,2009-08-19 00:00:00.000000,,2
5933,2598576,1989,2003-06-12 00:00:00.000000,,554,549,5933,,,,,184.0,1996-06-14,9.0,2005-04-09 00:00:00.000000,,1
5934,2211473,3187,1990-01-01 00:00:00.000000,2003-06-11 00:00:00.000000,557,550,5934,5935.0,5935.0,,,34.0,1990-01-01,102.0,2018-03-18 00:00:00.000000,,2
5935,2598576,3187,2003-06-12 00:00:00.000000,,554,549,5935,,,,,37.0,1998-09-17,,,,1
5936,3176449,1990,1990-01-01 00:00:00.000000,1996-08-29 19:46:15.045953,557,550,5936,,,,,34.0,1990-01-01,,,,2
5937,235015,2088,1990-01-01 00:00:00.000000,2017-02-10 00:00:00.000000,557,550,5937,5938.0,5938.0,,,34.0,1990-01-01,,,,2
5938,2248374,2088,2017-02-11 00:00:00.000000,,554,549,5938,,,,,283.0,1994-06-28,,,,22
5939,235015,1991,1990-01-01 00:00:00.000000,2017-02-10 00:00:00.000000,557,550,5939,5940.0,5940.0,,,34.0,1990-01-01,258.0,2018-09-01 00:00:00.000000,,2
5940,2248374,1991,2017-02-11 00:00:00.000000,,554,549,5940,,,,,293.0,2009-03-23,,,,1
5941,3342418,2002,1990-01-01 00:00:00.000000,1990-11-20 00:00:00.000000,557,550,5941,5942.0,5942.0,,,34.0,1990-01-01,,,,2
5942,2603514,2002,1990-11-21 00:00:00.000000,,554,549,5942,,,,,318.0,1990-03-30,281.0,1998-06-10 00:00:00.000000,,34
5943,3342418,2646,1990-01-01 00:00:00.000000,1990-11-20 00:00:00.000000,557,550,5943,5944.0,5944.0,,,34.0,1990-01-01,239.0,1993-05-05 00:00:00.000000,1998-06-14 00:00:00.000000,2
5944,2603514,2646,1990-11-21 00:00:00.000000,2018-06-29 19:46:15.045953,557,550,5944,,,,,150.0,1990-08-16,,,,29
5945,2922010,2075,2023-10-11 19:46:15.045953,2025-03-07 19:46:15.045953,557,550,5945,,,,,76.0,2005-06-29,,,,39
5946,2922010,2003,2023-10-11 19:46:15.045953,2025-03-07 19:46:15.045953,557,550,5946,,,,,297.0,1997-07-19,,,,20
5947,3133121,2013,1990-01-01 00:00:00.000000,2015-09-08 00:00:00.000000,557,550,5947,5948.0,5948.0,,,34.0,1990-01-01,,,,2
5948,3728280,2013,2015-09-09 00:00:00.000000,,554,549,5948,,,,,339.0,2014-01-17,,,,19
5949,3133121,2839,1990-01-01 00:00:00.000000,2015-09-08 00:00:00.000000,557,550,5949,5950.0,5950.0,,,34.0,1990-01-01,,,,2
5950,3728280,2839,2015-09-09 00:00:00.000000,,554,549,5950,,,,,126.0,1996-02-20,,,,34
5951,3133121,4885,1990-01-01 00:00:00.000000,2015-03-27 19:46:15.045953,557,550,5951,,,,,34.0,1990-01-01,212.0,2020-06-23 19:46:15.045953,,2
5952,2203801,2015,1990-01-01 00:00:00.000000,,554,549,5952,,,,,34.0,1990-01-01,113.0,2009-06-18 00:00:00.000000,,2
5953,3527510,2964,1990-01-01 00:00:00.000000,2001-12-10 00:00:00.000000,557,550,5953,5954.0,5954.0,,,34.0,1990-01-01,,,,2
5954,2199632,2964,2001-12-11 00:00:00.000000,2016-08-02 00:00:00.000000,557,550,5954,5955.0,5955.0,,,94.0,1990-05-12,80.0,2020-12-18 00:00:00.000000,,16
5955,3653417,2964,2016-08-03 00:00:00.000000,,554,549,5955,,,,,294.0,1999-11-20,,,,19
5956,3527510,2018,1990-01-01 00:00:00.000000,2001-12-10 00:00:00.000000,557,550,5956,5957.0,5957.0,,,34.0,1990-01-01,158.0,2009-07-03 00:00:00.000000,,2
5957,2199632,2018,2001-12-11 00:00:00.000000,2016-08-02 00:00:00.000000,557,550,5957,5958.0,5958.0,,,297.0,1997-01-07,,,,20
5958,3653417,2018,2016-08-03 00:00:00.000000,,554,549,5958,,,,,62.0,1997-10-28,256.0,2010-04-26 00:00:00.000000,,4
5959,2189552,2019,1990-01-01 00:00:00.000000,,554,549,5959,,,,,34.0,1990-01-01,41.0,2009-03-03 00:00:00.000000,,2
5960,2234819,3602,1990-01-01 00:00:00.000000,,554,549,5960,,,,,34.0,1990-01-01,,,,2
5961,2955308,3859,1990-01-01 00:00:00.000000,2011-12-04 00:00:00.000000,557,550,5961,5962.0,5962.0,,,34.0,1990-01-01,224.0,2017-01-18 00:00:00.000000,,2
5962,2234819,3859,2011-12-05 00:00:00.000000,,554,549,5962,,,,,152.0,1991-02-24,,,,23
5963,2234819,2021,1990-01-01 00:00:00.000000,,554,549,5963,,,,,34.0,1990-01-01,286.0,2012-08-30 00:00:00.000000,,2
5964,2955308,3862,1990-01-01 00:00:00.000000,2011-12-04 00:00:00.000000,557,550,5964,5965.0,5965.0,,,34.0,1990-01-01,,,,2
5965,2234819,3862,2011-12-05 00:00:00.000000,,554,549,5965,,,,,31.0,2000-02-15,,,,3
5966,2351771,2022,1990-01-01 00:00:00.000000,2008-08-23 00:00:00.000000,557,550,5966,5967.0,5967.0,,,34.0,1990-01-01,,,,2
5967,3256097,2022,2008-08-24 00:00:00.000000,,554,549,5967,,,,,236.0,1992-12-12,,,,23
5968,3504227,2026,1990-01-01 00:00:00.000000,2000-06-28 00:00:00.000000,557,550,5968,5969.0,5969.0,,,34.0,1990-01-01,238.0,2016-01-21 00:00:00.000000,,2
5969,3445832,2026,2000-06-29 00:00:00.000000,,554,549,5969,,,,,176.0,1990-12-23,,,,20
5970,3504227,2946,1990-01-01 00:00:00.000000,2000-06-28 00:00:00.000000,557,550,5970,5971.0,5971.0,,,34.0,1990-01-01,,,,2
5971,3445832,2946,2000-06-29 00:00:00.000000,,554,549,5971,,,,,121.0,1996-05-28,211.0,1999-02-01 00:00:00.000000,,46
5972,3341017,2027,1990-01-01 00:00:00.000000,,554,549,5972,,,,,34.0,1990-01-01,,,,2
5973,3174885,3375,1990-01-01 00:00:00.000000,1997-06-28 00:00:00.000000,557,550,5973,5974.0,5974.0,,,34.0,1990-01-01,,,,2
5974,3546004,3375,1997-06-29 00:00:00.000000,2002-06-05 00:00:00.000000,557,550,5974,5975.0,5975.0,,,77.0,1992-05-15,,,2013-04-05 00:00:00.000000,9
5975,318612,3375,2002-06-06 00:00:00.000000,2022-03-09 19:46:15.045953,557,550,5975,,,,,255.0,1994-09-25,,,2021-07-26 00:00:00.000000,36
5976,2647424,4462,1990-01-01 00:00:00.000000,2003-10-27 00:00:00.000000,557,550,5976,5977.0,5977.0,,,34.0,1990-01-01,222.0,2015-02-01 00:00:00.000000,,2
5977,3481538,4462,2003-10-28 00:00:00.000000,2004-09-27 00:00:00.000000,557,550,5977,5978.0,5978.0,,,150.0,1997-05-23,,,,29
5978,2112600,4462,2004-09-28 00:00:00.000000,2022-03-09 19:46:15.045953,557,550,5978,,,,,13.0,1991-01-18,,,,24
5979,2647424,2028,1990-01-01 00:00:00.000000,2003-10-27 00:00:00.000000,557,550,5979,5980.0,5980.0,,,34.0,1990-01-01,226.0,2020-09-14 00:00:00.000000,,2
5980,3481538,2028,2003-10-28 00:00:00.000000,2004-09-27 00:00:00.000000,557,550,5980,5981.0,5981.0,,,43.0,1999-08-11,188.0,2005-01-31 00:00:00.000000,2005-07-23 00:00:00.000000,44
5981,2112600,2028,2004-09-28 00:00:00.000000,2022-03-09 19:46:15.045953,557,550,5981,,,,,242.0,1999-12-18,,,,4
5982,3174885,3595,1990-01-01 00:00:00.000000,1997-06-28 00:00:00.000000,557,550,5982,5983.0,5983.0,,,34.0,1990-01-01,,,,2
5983,3546004,3595,1997-06-29 00:00:00.000000,2002-06-05 00:00:00.000000,557,550,5983,5984.0,5984.0,,,143.0,1991-05-08,57.0,2018-11-28 00:00:00.000000,,13
5984,318612,3595,2002-06-06 00:00:00.000000,2022-03-09 19:46:15.045953,557,550,5984,,,,,339.0,1994-02-11,,,,19
5985,3174885,4234,1990-01-01 00:00:00.000000,1997-06-28 00:00:00.000000,557,550,5985,5986.0,5986.0,,,34.0,1990-01-01,35.0,2010-02-07 00:00:00.000000,,2
5986,3546004,4234,1997-06-29 00:00:00.000000,2002-06-05 00:00:00.000000,557,550,5986,5987.0,5987.0,,,219.0,1990-11-29,,,,21
5987,318612,4234,2002-06-06 00:00:00.000000,2022-03-09 19:46:15.045953,557,550,5987,,,,,203.0,2000-02-21,,,,17
5988,2926656,2030,1990-01-01 00:00:00.000000,,554,549,5988,,,,,34.0,1990-01-01,218.0,2020-06-28 00:00:00.000000,,2
