KodID,IsID,KdIDRiik,KodKehtibAlates,KodKehtibKuni,DokIDAlguseAlus,DokIDLopuAlus,KdIDStaatus,IAsIDLooja,IAsIDMuutja,LoodiKpv,MuudetiKpv,KustutatiKpv,AsID
3540,3540,100,1982-05-16 00:00:00.000000,,12363,,549,33.0,,1980-05-30,,,44
3541,3541,37,2018-05-08 19:46:15.045953,2019-02-20 19:46:15.045953,12364,12365.0,550,117.0,75.0,1978-01-31,2019-02-20 19:46:15.045953,2019-02-20 19:46:15.045953,38
3542,3542,100,1953-05-16 00:00:00.000000,,12366,,549,195.0,,1951-02-24,,,24
3543,3543,100,1950-02-23 00:00:00.000000,,12367,,549,207.0,307.0,1950-02-10,2017-01-05 00:00:00.000000,,36
3544,3544,100,2006-12-26 00:00:00.000000,2013-06-11 00:00:00.000000,12368,12369.0,550,241.0,144.0,1988-07-14,2013-06-11 00:00:00.000000,,32
3545,3545,100,1955-12-26 00:00:00.000000,,12370,,549,134.0,110.0,1951-08-02,1952-02-19 00:00:00.000000,,8
3546,3546,100,1953-01-15 00:00:00.000000,,12371,,549,265.0,327.0,1951-08-10,1993-11-28 00:00:00.000000,,7
3547,3547,100,1981-09-24 00:00:00.000000,2022-01-03 00:00:00.000000,12372,12373.0,550,328.0,224.0,1956-06-21,2022-01-03 00:00:00.000000,,10
3548,3548,100,1975-07-08 00:00:00.000000,,12374,,549,184.0,182.0,1974-09-23,2005-11-11 00:00:00.000000,,1
3549,3549,100,2010-10-20 00:00:00.000000,,12375,,549,265.0,,1979-09-17,,,7
3550,3550,66,2024-09-28 19:46:15.045953,,12376,,549,258.0,117.0,1984-06-06,2012-02-14 00:00:00.000000,,30
3551,3551,100,1954-12-13 00:00:00.000000,,12377,,549,133.0,,1954-03-09,,,36
3552,3552,100,1975-05-30 00:00:00.000000,,12378,,549,133.0,86.0,1954-03-31,1988-08-01 00:00:00.000000,,36
3553,3553,100,1994-09-01 00:00:00.000000,,12379,,549,185.0,268.0,1959-08-21,1979-01-22 00:00:00.000000,,22
3554,3554,100,2012-08-14 00:00:00.000000,,12380,,549,112.0,,2007-11-01,,,30
3555,3555,100,1952-12-15 00:00:00.000000,,12381,,549,150.0,,1952-08-11,,,29
3556,3556,165,2019-10-03 19:46:15.045953,,12382,,549,42.0,240.0,2010-12-18,2016-05-08 00:00:00.000000,,26
3557,3557,100,1980-01-02 00:00:00.000000,,12383,,549,64.0,,1973-07-11,,,28
3558,3558,100,2018-01-09 00:00:00.000000,2024-04-27 00:00:00.000000,12384,12385.0,550,346.0,278.0,2015-05-19,2024-04-27 00:00:00.000000,,33
3559,3559,100,2001-08-28 00:00:00.000000,2017-12-31 00:00:00.000000,12386,12387.0,550,258.0,240.0,1979-12-12,2017-12-31 00:00:00.000000,,30
3560,3560,114,1975-11-13 19:46:15.045953,,12388,,549,60.0,171.0,1963-08-24,1991-02-10 00:00:00.000000,,47
3561,3561,191,2014-11-24 19:46:15.045953,,12389,,549,151.0,,1967-07-13,,,25
3562,3562,271,2019-12-19 19:46:15.045953,2024-11-14 19:46:15.045953,12390,12391.0,550,142.0,146.0,1985-01-20,2024-11-14 19:46:15.045953,,41
3563,3563,100,1965-04-05 00:00:00.000000,,12392,,549,297.0,,1958-02-13,,,20
3564,3564,239,2022-09-29 19:46:15.045953,,12393,,549,164.0,,2015-06-22,,,10
3565,3565,100,1963-12-30 00:00:00.000000,,12394,,549,68.0,266.0,1958-11-08,1970-04-16 00:00:00.000000,,37
3566,3566,100,1980-04-05 00:00:00.000000,,12395,,549,222.0,,1952-08-14,,,39
3567,3567,100,1977-04-13 00:00:00.000000,,12396,,549,241.0,248.0,1973-10-02,1986-01-14 00:00:00.000000,,32
3568,3568,100,1970-10-21 00:00:00.000000,1994-02-18 00:00:00.000000,12397,12398.0,550,185.0,110.0,1969-03-21,1994-02-18 00:00:00.000000,,22
3569,3569,100,1986-11-10 00:00:00.000000,,12399,,549,176.0,240.0,1961-07-06,1964-03-11 00:00:00.000000,,20
3570,3570,100,1972-05-03 00:00:00.000000,2001-08-25 00:00:00.000000,12400,12401.0,550,224.0,102.0,1961-11-22,2001-08-25 00:00:00.000000,,40
3571,3571,100,1957-08-20 00:00:00.000000,,12402,,549,114.0,50.0,1956-01-27,1975-02-05 00:00:00.000000,,7
3572,3572,137,2025-04-28 19:46:15.045953,2025-04-28 19:46:15.045953,12403,12404.0,550,311.0,189.0,1994-05-29,2025-04-28 19:46:15.045953,2025-04-28 19:46:15.045953,10
3573,3573,92,2013-01-19 19:46:15.045953,,12405,,549,211.0,4.0,2012-02-05,2018-02-28 00:00:00.000000,,44
3574,3574,100,1969-05-31 00:00:00.000000,1973-04-16 00:00:00.000000,12406,12407.0,550,265.0,326.0,1954-11-20,1973-04-16 00:00:00.000000,,7
3575,3575,100,1954-10-16 00:00:00.000000,,12408,,549,261.0,,1954-08-02,,,26
3576,3576,100,1971-08-29 00:00:00.000000,,12409,,549,37.0,,1968-05-23,,,1
3577,3577,100,2025-04-02 00:00:00.000000,,12410,,549,56.0,274.0,1986-09-07,2010-05-31 00:00:00.000000,,7
3578,3578,100,1993-02-16 00:00:00.000000,,12411,,549,262.0,,1989-05-07,,,3
3579,3579,100,2009-11-01 00:00:00.000000,,12412,,549,264.0,315.0,1997-04-03,2010-11-08 00:00:00.000000,,49
3580,3580,82,2012-08-30 19:46:15.045953,,12413,,549,80.0,,1964-08-08,,,28
3581,3581,100,1989-06-17 00:00:00.000000,,12414,,549,258.0,214.0,1967-07-03,2000-05-10 00:00:00.000000,,30
3582,3582,245,2021-07-14 19:46:15.045953,,12415,,549,23.0,204.0,2018-12-01,2020-07-02 00:00:00.000000,,45
3583,3583,100,2002-02-25 00:00:00.000000,,12416,,549,257.0,227.0,1965-09-26,1973-06-28 00:00:00.000000,,30
3584,3584,229,2023-07-13 19:46:15.045953,,12417,,549,171.0,279.0,1963-02-20,1999-09-22 00:00:00.000000,,20
3585,3585,83,2023-11-10 19:46:15.045953,,12418,,549,190.0,80.0,1978-01-02,1994-10-13 00:00:00.000000,,42
3586,3586,100,2018-06-16 00:00:00.000000,2022-10-11 00:00:00.000000,12419,12420.0,550,214.0,155.0,1965-07-12,2022-10-11 00:00:00.000000,,14
3587,3587,209,2008-09-13 19:46:15.045953,2010-12-30 19:46:15.045953,12421,12422.0,550,104.0,240.0,1965-09-03,2010-12-30 19:46:15.045953,,42
3588,3588,100,2004-08-23 00:00:00.000000,,12423,,549,22.0,,1999-02-13,,,29
3589,3589,100,1966-04-18 00:00:00.000000,,12424,,549,87.0,,1950-06-28,,,31
3590,3590,100,2009-08-14 00:00:00.000000,,12425,,549,342.0,14.0,1978-07-17,1998-04-25 00:00:00.000000,,2
3591,3591,94,1987-05-05 19:46:15.045953,,12426,,549,328.0,220.0,1957-12-06,1979-12-11 00:00:00.000000,,10
3592,3592,100,1996-05-31 00:00:00.000000,,12427,,549,181.0,199.0,1984-05-20,1990-12-16 00:00:00.000000,,28
3593,3593,100,2017-09-06 00:00:00.000000,,12428,,549,218.0,,1970-07-20,,,13
3594,3594,100,1980-04-26 00:00:00.000000,,12429,,549,265.0,240.0,1978-09-05,2020-07-27 00:00:00.000000,,7
3595,3595,100,1967-12-14 00:00:00.000000,,12430,,549,60.0,266.0,1964-03-02,2006-02-23 00:00:00.000000,,47
3596,3596,100,2008-05-01 00:00:00.000000,,12431,,549,190.0,,1988-09-25,,,42
3597,3597,137,2025-01-03 19:46:15.045953,,12432,,549,265.0,10.0,1978-09-25,1991-07-20 00:00:00.000000,,7
3598,3598,100,1990-09-25 00:00:00.000000,,12433,,549,298.0,,1989-08-02,,,7
3599,3599,100,1976-12-01 00:00:00.000000,,12434,,549,301.0,,1967-06-04,,,47
3600,3600,156,2021-05-05 19:46:15.045953,,12435,,549,91.0,,1956-02-01,,,46
3601,3601,100,1999-09-21 00:00:00.000000,,12436,,549,64.0,62.0,1993-11-25,2004-11-18 00:00:00.000000,,28
3602,3602,100,2013-12-01 00:00:00.000000,,12437,,549,239.0,,1994-02-08,,,7
3603,3603,100,1997-04-29 00:00:00.000000,,12438,,549,208.0,,1959-03-26,,,2
3604,3604,100,2010-09-07 00:00:00.000000,,12439,,549,343.0,,2007-08-19,,,6
3605,3605,229,2019-04-02 19:46:15.045953,,12440,,549,228.0,213.0,1997-01-04,2020-11-17 00:00:00.000000,,13
3606,3606,100,1991-12-09 00:00:00.000000,1992-11-18 00:00:00.000000,12441,12442.0,550,184.0,39.0,1968-05-20,1992-11-18 00:00:00.000000,,1
3607,3607,276,1981-01-04 19:46:15.045953,,12443,,549,270.0,319.0,1964-03-19,1995-05-11 00:00:00.000000,,33
3608,3608,233,2013-09-25 19:46:15.045953,,12444,,549,104.0,20.0,1982-08-22,2024-05-23 00:00:00.000000,,42
3609,3609,100,1976-10-29 00:00:00.000000,,12445,,549,133.0,229.0,1976-09-12,2023-06-16 00:00:00.000000,,36
3610,3610,100,1986-01-05 00:00:00.000000,,12446,,549,110.0,,1985-09-03,,,29
3611,3611,100,1959-05-15 00:00:00.000000,,12447,,549,81.0,,1950-12-20,,,19
3612,3612,100,1952-06-20 00:00:00.000000,,12448,,549,306.0,,1950-03-07,,,18
3613,3613,159,1989-04-30 00:00:00.000000,2009-10-16 00:00:00.000000,12449,12450.0,550,318.0,21.0,1987-05-29,2009-10-16 00:00:00.000000,,34
3614,3614,193,2022-02-12 19:46:15.045953,,12451,,549,222.0,,1957-02-07,,,39
3615,3615,100,1995-06-27 00:00:00.000000,,12452,,549,121.0,274.0,1969-03-07,2005-08-07 00:00:00.000000,,46
3616,3616,100,1965-02-18 00:00:00.000000,,12453,,549,84.0,176.0,1964-07-15,1999-07-22 00:00:00.000000,,6
3617,3617,100,1954-05-11 00:00:00.000000,,12454,,549,185.0,,1952-02-06,,,22
3618,3618,100,2019-10-21 00:00:00.000000,,12455,,549,220.0,,1958-08-29,,,24
3619,3619,100,1993-03-12 00:00:00.000000,,12456,,549,195.0,107.0,1968-09-22,1990-11-12 00:00:00.000000,,24
3620,3620,100,1979-12-09 00:00:00.000000,,12457,,549,68.0,,1956-10-29,,,37
3621,3621,100,2020-08-17 00:00:00.000000,,12458,,549,66.0,,1961-04-01,,,39
3622,3622,100,2004-03-30 00:00:00.000000,,12459,,549,233.0,213.0,1976-09-05,1976-10-15 00:00:00.000000,,34
3623,3623,100,2012-02-14 00:00:00.000000,,12460,,549,75.0,87.0,1961-10-02,2025-02-11 00:00:00.000000,,45
3624,3624,100,1959-06-15 00:00:00.000000,,12461,,549,239.0,,1950-05-12,,,7
3625,3625,100,2020-02-17 00:00:00.000000,2022-08-30 00:00:00.000000,12462,12463.0,550,235.0,343.0,1972-02-09,2022-08-30 00:00:00.000000,,33
3626,3626,172,1988-04-19 19:46:15.045953,,12464,,549,23.0,195.0,1955-05-28,1958-08-10 00:00:00.000000,,45
3627,3627,100,2022-05-23 00:00:00.000000,,12465,,549,214.0,,1968-03-13,,,14
3628,3628,100,2000-07-27 00:00:00.000000,,12466,,549,216.0,,1955-07-07,,,32
3629,3629,100,2021-09-29 00:00:00.000000,,12467,,549,296.0,,1968-05-02,,,28
3630,3630,100,1989-09-24 00:00:00.000000,,12468,,549,224.0,16.0,1956-03-05,1961-04-29 00:00:00.000000,,40
3631,3631,100,2007-12-17 00:00:00.000000,,12469,,549,166.0,207.0,1975-02-08,1981-01-31 00:00:00.000000,,34
3632,3632,264,2024-09-12 19:46:15.045953,,12470,,549,19.0,,1997-02-06,,,22
3633,3633,209,2022-09-11 19:46:15.045953,,12471,,549,106.0,,1951-06-14,,,50
3634,3634,38,2024-05-26 19:46:15.045953,,12472,,549,268.0,262.0,1997-12-15,1998-11-07 00:00:00.000000,,40
3635,3635,100,2011-03-28 00:00:00.000000,,12473,,549,313.0,95.0,1978-08-30,1995-09-01 00:00:00.000000,,22
3636,3636,100,1959-10-20 00:00:00.000000,1968-05-01 00:00:00.000000,12474,12475.0,550,109.0,274.0,1956-02-20,1968-05-01 00:00:00.000000,,6
3637,3637,100,1976-03-23 00:00:00.000000,2021-01-17 00:00:00.000000,12476,12477.0,550,281.0,289.0,1969-11-19,2021-01-17 00:00:00.000000,,39
3638,3638,100,2023-11-04 00:00:00.000000,,12478,,549,88.0,,1959-04-09,,,42
3639,3639,73,2011-03-01 19:46:15.045953,,12479,,549,175.0,99.0,1980-09-07,2020-12-25 00:00:00.000000,,23
3640,3640,172,2022-07-21 19:46:15.045953,,12480,,549,44.0,79.0,1972-10-20,2022-09-25 00:00:00.000000,,46
3641,3641,100,2025-01-04 00:00:00.000000,,12481,,549,3.0,253.0,2011-02-28,2024-05-01 00:00:00.000000,,42
3642,3642,100,1974-03-23 00:00:00.000000,,12482,,549,195.0,,1958-08-10,,,24
3643,3643,100,1966-12-31 00:00:00.000000,,12483,,549,196.0,320.0,1951-12-24,1972-12-17 00:00:00.000000,,28
3644,3644,100,2017-08-13 00:00:00.000000,,12484,,549,102.0,,2005-03-26,,,42
3645,3645,100,2019-11-11 00:00:00.000000,,12485,,549,332.0,,1992-01-13,,,18
3646,3646,100,2023-06-06 00:00:00.000000,,12486,,549,55.0,,1989-07-13,,,35
3647,3647,100,2015-06-10 00:00:00.000000,,12487,,549,158.0,,1981-02-08,,,48
3648,3648,267,2023-07-03 19:46:15.045953,,12488,,549,125.0,295.0,1998-01-22,2005-04-22 00:00:00.000000,,2
3649,3649,100,1989-10-15 00:00:00.000000,,12489,,549,25.0,181.0,1982-04-15,1982-07-18 00:00:00.000000,,7
3650,3650,100,1961-08-18 00:00:00.000000,,12490,,549,247.0,222.0,1952-02-24,2020-02-10 00:00:00.000000,,16
3651,3651,100,1988-12-01 00:00:00.000000,1996-11-06 00:00:00.000000,12491,12492.0,550,219.0,211.0,1971-10-02,1996-11-06 00:00:00.000000,,21
3652,3652,100,1967-03-22 00:00:00.000000,,12493,,549,333.0,,1966-11-06,,,33
3653,3653,277,2007-08-22 19:46:15.045953,,12494,,549,190.0,,1974-04-25,,,42
3654,3654,100,2013-11-22 00:00:00.000000,2023-10-05 00:00:00.000000,12495,12496.0,550,244.0,302.0,2002-10-27,2023-10-05 00:00:00.000000,,1
3655,3655,100,2007-06-24 00:00:00.000000,2007-08-26 00:00:00.000000,12497,12498.0,550,36.0,139.0,1962-11-24,2007-08-26 00:00:00.000000,,12
3656,3656,176,2023-05-06 19:46:15.045953,2023-12-05 19:46:15.045953,12499,12500.0,550,208.0,77.0,1967-04-02,2023-12-05 19:46:15.045953,,2
3657,3657,100,1976-06-27 00:00:00.000000,,12501,,549,75.0,261.0,1958-12-20,1960-09-15 00:00:00.000000,,45
3658,3658,100,2011-04-08 00:00:00.000000,,12502,,549,242.0,122.0,2010-02-17,2020-02-05 00:00:00.000000,,4
3659,3659,100,2015-03-21 00:00:00.000000,,12503,,549,87.0,236.0,1981-01-11,1991-04-22 00:00:00.000000,,31
3660,3660,100,1991-04-15 00:00:00.000000,,12504,,549,196.0,,1960-09-09,,,28
3661,3661,188,2009-03-04 19:46:15.045953,2016-02-27 19:46:15.045953,12505,12506.0,550,235.0,48.0,1990-12-07,2016-02-27 19:46:15.045953,,33
3662,3662,147,2021-02-17 19:46:15.045953,,12507,,549,49.0,,1996-09-01,,,6
3663,3663,100,2008-05-18 00:00:00.000000,,12508,,549,317.0,,2008-04-28,,,35
3664,3664,100,1964-11-18 00:00:00.000000,,12509,,549,81.0,,1953-08-14,,,19
3665,3665,100,2020-01-30 00:00:00.000000,,12510,,549,292.0,96.0,1969-11-03,1986-03-01 00:00:00.000000,,45
3666,3666,108,2024-11-19 19:46:15.045953,,12511,,549,195.0,315.0,1990-01-03,2015-12-26 00:00:00.000000,,24
3667,3667,100,1950-08-29 00:00:00.000000,,12512,,549,44.0,258.0,1950-02-19,1960-01-24 00:00:00.000000,,46
3668,3668,100,1969-09-17 00:00:00.000000,,12513,,549,238.0,314.0,1960-09-11,2005-01-08 00:00:00.000000,,22
3669,3669,100,2011-08-11 00:00:00.000000,,12514,,549,208.0,104.0,1994-01-21,2002-03-28 00:00:00.000000,,2
3670,3670,100,2020-09-30 00:00:00.000000,,12515,,549,314.0,,1957-05-27,,,48
3671,3671,126,2024-09-01 19:46:15.045953,,12516,,549,59.0,59.0,2014-12-02,2018-05-05 00:00:00.000000,,20
3672,3672,100,1951-02-05 00:00:00.000000,2010-06-18 00:00:00.000000,12517,12518.0,550,114.0,154.0,1950-11-21,2010-06-18 00:00:00.000000,,7
3673,3673,100,1961-12-02 00:00:00.000000,2022-09-26 00:00:00.000000,12519,12520.0,550,75.0,307.0,1951-01-22,2022-09-26 00:00:00.000000,,45
3674,3674,120,2024-09-15 19:46:15.045953,,12521,,549,313.0,35.0,2007-06-21,2024-09-11 00:00:00.000000,,22
3675,3675,100,1968-11-09 00:00:00.000000,,12522,,549,297.0,,1958-01-19,,,20
3676,3676,119,2016-03-15 19:46:15.045953,,12523,,549,167.0,,1958-09-13,,,20
3677,3677,100,1971-07-10 00:00:00.000000,2005-05-24 00:00:00.000000,12524,12525.0,550,98.0,185.0,1962-03-07,2005-05-24 00:00:00.000000,,22
3678,3678,100,1975-02-08 00:00:00.000000,,12526,,549,41.0,33.0,1958-06-20,1992-02-18 00:00:00.000000,,46
3679,3679,100,2015-07-23 00:00:00.000000,,12527,,549,208.0,,2005-11-16,,,2
3680,3680,100,2004-05-06 00:00:00.000000,,12528,,549,222.0,,2001-10-07,,,39
3681,3681,100,1978-10-22 00:00:00.000000,,12529,,549,172.0,,1955-02-15,,,1
3682,3682,41,2006-01-03 19:46:15.045953,,12530,,549,257.0,,1976-05-09,,,30
3683,3683,100,1972-03-20 00:00:00.000000,2007-03-12 00:00:00.000000,12531,12532.0,550,183.0,267.0,1965-08-13,2007-03-12 00:00:00.000000,,11
3684,3684,100,1967-01-14 00:00:00.000000,,12533,,549,68.0,,1961-01-10,,,37
3685,3685,222,2024-04-07 19:46:15.045953,,12534,,549,121.0,,1998-08-04,,,46
3686,3686,100,1998-10-09 00:00:00.000000,,12535,,549,14.0,289.0,1997-02-17,2015-12-01 00:00:00.000000,,33
3687,3687,172,2019-10-21 19:46:15.045953,,12536,,549,44.0,270.0,1970-08-06,2016-07-17 00:00:00.000000,,46
3688,3688,100,2022-09-17 00:00:00.000000,,12537,,549,32.0,133.0,1953-02-10,1976-05-26 00:00:00.000000,,18
3689,3689,269,2018-06-15 19:46:15.045953,,12538,,549,147.0,7.0,1960-02-01,2014-06-01 00:00:00.000000,,17
3690,3690,100,2021-03-15 00:00:00.000000,,12539,,549,198.0,,1991-08-30,,,9
3691,3691,100,2010-10-08 00:00:00.000000,,12540,,549,218.0,292.0,1973-04-01,1996-08-19 00:00:00.000000,,13
3692,3692,100,1952-11-01 00:00:00.000000,,12541,,549,220.0,62.0,1952-05-27,1996-09-21 00:00:00.000000,,24
3693,3693,100,1985-08-05 00:00:00.000000,1993-09-25 00:00:00.000000,12542,12543.0,550,150.0,4.0,1965-11-07,1993-09-25 00:00:00.000000,,29
3694,3694,100,1988-01-17 00:00:00.000000,,12544,,549,167.0,,1971-08-23,,,20
3695,3695,100,2014-07-02 00:00:00.000000,,12545,,549,302.0,,1974-07-16,,,42
3696,3696,100,1991-02-03 00:00:00.000000,,12546,,549,306.0,154.0,1965-12-28,1983-12-17 00:00:00.000000,,18
3697,3697,160,2025-01-20 19:46:15.045953,,12547,,549,154.0,279.0,1972-04-10,1987-01-04 00:00:00.000000,,41
3698,3698,150,1998-01-22 19:46:15.045953,,12548,,549,326.0,,1969-10-30,,,16
3699,3699,100,1987-11-09 00:00:00.000000,2018-11-30 00:00:00.000000,12549,12550.0,550,108.0,274.0,1964-11-01,2018-11-30 00:00:00.000000,,31
3700,3700,154,2015-07-06 19:46:15.045953,,12551,,549,121.0,78.0,2013-03-30,2014-06-04 00:00:00.000000,,46
3701,3701,100,2003-04-14 00:00:00.000000,,12552,,549,210.0,283.0,1976-11-08,2015-02-25 00:00:00.000000,,6
3702,3702,100,1990-02-22 00:00:00.000000,,12553,,549,9.0,,1968-04-25,,,2
3703,3703,100,2010-02-09 00:00:00.000000,2016-03-26 00:00:00.000000,12554,12555.0,550,286.0,155.0,1988-10-28,2016-03-26 00:00:00.000000,,22
3704,3704,189,2014-01-10 19:46:15.045953,,12556,,549,336.0,,2011-04-24,,,9
3705,3705,255,2024-08-06 19:46:15.045953,2025-02-17 19:46:15.045953,12557,12558.0,550,337.0,62.0,1973-03-03,2025-02-17 19:46:15.045953,,3
3706,3706,100,2002-01-13 00:00:00.000000,,12559,,549,311.0,,1984-06-28,,,10
3707,3707,201,1998-06-07 19:46:15.045953,,12560,,549,137.0,336.0,1995-09-09,2003-02-02 00:00:00.000000,,30
3708,3708,120,2024-10-01 19:46:15.045953,2024-12-13 19:46:15.045953,12561,12562.0,550,15.0,156.0,2005-03-09,2024-12-13 19:46:15.045953,,24
3709,3709,100,1970-01-27 00:00:00.000000,,12563,,549,9.0,,1960-08-14,,,2
3710,3710,100,2007-05-06 00:00:00.000000,,12564,,549,257.0,,1964-04-25,,,30
3711,3711,100,1970-02-27 00:00:00.000000,,12565,,549,98.0,127.0,1951-11-20,1986-12-11 00:00:00.000000,,22
3712,3712,100,2011-10-05 00:00:00.000000,,12566,,549,205.0,196.0,2009-02-24,2015-01-26 00:00:00.000000,,9
3713,3713,100,2024-02-08 00:00:00.000000,,12567,,549,278.0,82.0,1973-08-25,2012-11-02 00:00:00.000000,,34
3714,3714,115,2009-08-28 19:46:15.045953,2009-09-23 19:46:15.045953,12568,12569.0,550,37.0,199.0,1990-05-29,2009-09-23 19:46:15.045953,,1
3715,3715,142,2021-03-26 19:46:15.045953,,12570,,549,80.0,340.0,1957-10-10,1980-06-29 00:00:00.000000,,28
3716,3716,100,1972-07-09 00:00:00.000000,,12571,,549,11.0,,1955-02-22,,,10
3717,3717,100,1985-05-03 00:00:00.000000,,12572,,549,152.0,,1983-10-10,,,23
3718,3718,264,2025-04-24 19:46:15.045953,,12573,,549,94.0,,1957-05-14,,,16
3719,3719,124,2021-12-20 19:46:15.045953,2023-04-01 19:46:15.045953,12574,12575.0,550,64.0,42.0,2014-01-05,2023-04-01 19:46:15.045953,,28
3720,3720,100,1999-11-22 00:00:00.000000,,12576,,549,267.0,,1991-06-23,,,29
3721,3721,100,1981-06-20 00:00:00.000000,1984-05-13 00:00:00.000000,12577,12578.0,550,134.0,152.0,1962-03-13,1984-05-13 00:00:00.000000,,8
3722,3722,100,2018-05-08 00:00:00.000000,,12579,,549,252.0,,2002-07-22,,,12
3723,3723,100,2012-08-23 00:00:00.000000,,12580,,549,280.0,190.0,2003-12-21,2021-08-27 00:00:00.000000,,31
3724,3724,100,1960-11-21 00:00:00.000000,2004-01-17 00:00:00.000000,12581,12582.0,550,252.0,313.0,1959-06-30,2004-01-17 00:00:00.000000,,12
3725,3725,100,1985-01-12 00:00:00.000000,,12583,,549,104.0,65.0,1953-08-02,1993-05-29 00:00:00.000000,,42
3726,3726,100,1977-11-02 00:00:00.000000,,12584,,549,38.0,326.0,1951-04-12,1966-05-02 00:00:00.000000,,9
3727,3727,100,2024-11-18 00:00:00.000000,,12585,,549,190.0,345.0,1964-12-06,2009-12-01 00:00:00.000000,,42
3728,3728,100,2000-10-02 00:00:00.000000,,12586,,549,222.0,174.0,1969-08-14,1979-12-17 00:00:00.000000,,39
3729,3729,204,2008-04-21 19:46:15.045953,,12587,,549,307.0,,1971-03-01,,,24
3730,3730,237,2025-02-15 19:46:15.045953,,12588,,549,77.0,,1957-11-01,,,9
3731,3731,85,2023-05-17 19:46:15.045953,,12589,,549,133.0,,1952-08-27,,,36
3732,3732,100,1966-02-05 00:00:00.000000,,12590,,549,222.0,,1955-09-22,,,39
3733,3733,100,1960-10-24 00:00:00.000000,,12591,,549,162.0,199.0,1959-12-21,2016-03-11 00:00:00.000000,,24
3734,3734,260,1999-08-17 19:46:15.045953,,12592,,549,66.0,,1973-04-15,,,39
3735,3735,43,2025-03-01 19:46:15.045953,,12593,,549,92.0,9.0,2021-06-29,2022-06-29 00:00:00.000000,,32
3736,3736,100,1985-12-01 00:00:00.000000,,12594,,549,4.0,93.0,1984-10-01,1999-10-10 00:00:00.000000,,32
3737,3737,100,1954-09-20 00:00:00.000000,2004-05-20 00:00:00.000000,12595,12596.0,550,37.0,247.0,1952-11-14,2004-05-20 00:00:00.000000,,1
3738,3738,100,1989-09-08 00:00:00.000000,2020-01-04 00:00:00.000000,12597,12598.0,550,279.0,302.0,1987-09-18,2020-01-04 00:00:00.000000,,50
3739,3739,100,2016-02-24 00:00:00.000000,,12599,,549,256.0,,2001-11-13,,,9
3740,3740,109,2000-10-01 19:46:15.045953,,12600,,549,227.0,,1969-02-07,,,13
3741,3741,100,2024-06-25 00:00:00.000000,,12601,,549,4.0,,1984-10-01,,,32
3742,3742,100,1997-05-23 00:00:00.000000,,12602,,549,181.0,261.0,1964-03-29,2009-03-04 00:00:00.000000,,28
3743,3743,100,1975-02-10 00:00:00.000000,,12603,,549,162.0,102.0,1973-11-25,1980-12-16 00:00:00.000000,,24
3744,3744,100,1998-03-30 00:00:00.000000,,12604,,549,244.0,,1987-07-25,,,1
3745,3745,100,1996-07-04 00:00:00.000000,2004-05-22 00:00:00.000000,12605,12606.0,550,211.0,44.0,1975-05-05,2004-05-22 00:00:00.000000,,44
3746,3746,100,1971-05-05 00:00:00.000000,,12607,,549,222.0,209.0,1956-04-26,2010-05-07 00:00:00.000000,,39
3747,3747,100,2007-09-14 00:00:00.000000,,12608,,549,80.0,106.0,1968-04-28,2003-06-24 00:00:00.000000,,28
3748,3748,100,1963-02-13 00:00:00.000000,1993-02-02 00:00:00.000000,12609,12610.0,550,88.0,185.0,1960-05-27,1993-02-02 00:00:00.000000,,42
3749,3749,100,1974-04-04 00:00:00.000000,,12611,,549,38.0,68.0,1959-05-30,2005-11-26 00:00:00.000000,,9
3750,3750,100,2021-05-09 00:00:00.000000,,12612,,549,113.0,,1997-11-18,,,34
3751,3751,165,2024-04-12 19:46:15.045953,,12613,,549,222.0,57.0,1959-03-18,2014-11-19 00:00:00.000000,,39
3752,3752,119,2024-09-11 19:46:15.045953,,12614,,549,51.0,,1994-08-19,,,46
3753,3753,100,1995-03-13 00:00:00.000000,,12615,,549,114.0,,1994-03-21,,,7
3754,3754,100,1954-09-24 00:00:00.000000,,12616,,549,253.0,63.0,1953-03-10,1977-02-18 00:00:00.000000,,3
3755,3755,100,1983-09-04 00:00:00.000000,,12617,,549,44.0,,1975-09-20,,,46
3756,3756,100,2022-03-18 00:00:00.000000,,12618,,549,93.0,,2021-01-08,,,40
3757,3757,100,1981-08-15 00:00:00.000000,,12619,,549,198.0,116.0,1968-03-01,2006-02-01 00:00:00.000000,,9
3758,3758,233,2024-04-19 19:46:15.045953,,12620,,549,121.0,,1980-05-17,,,46
3759,3759,131,2025-04-04 19:46:15.045953,,12621,,549,206.0,,2020-06-07,,,28
3760,3760,100,1970-09-16 00:00:00.000000,2011-02-15 00:00:00.000000,12622,12623.0,550,302.0,338.0,1966-06-13,2011-02-15 00:00:00.000000,,42
3761,3761,100,2021-09-02 00:00:00.000000,,12624,,549,170.0,291.0,1969-04-28,2004-05-17 00:00:00.000000,,30
3762,3762,260,1981-05-16 19:46:15.045953,,12625,,549,126.0,60.0,1977-06-12,2011-05-13 00:00:00.000000,,34
3763,3763,100,2015-08-18 00:00:00.000000,,12626,,549,252.0,,1951-12-09,,,12
3764,3764,100,2011-09-18 00:00:00.000000,,12627,,549,12.0,,1985-08-16,,,24
3765,3765,100,2014-09-20 00:00:00.000000,,12628,,549,176.0,,1989-04-30,,,20
3766,3766,83,2018-10-18 19:46:15.045953,,12629,,549,12.0,,1961-11-19,,,24
